Bronx Rolling Sales File.  All Sales From May 2015 - April 2016.,,,,,,,,,,,,,,,,,,,,
Sales File as of 4/30/2016  Co-op Sales Files as of 4/30/2016,,,,,,,,,,,,,,,,,,,,
"Neighborhood Name 5/1/2016, Descriptive Data is as of 5/1/2016",,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4606,40, ,A1,812 CHESTNUT STREET                      ,            ,10467,1,0,1,1995,1560,1935,1,A1," $405,000 ",10/30/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4607,20, ,A5,3306 BARNES AVENUE                       ,            ,10467,1,0,1,1568,1392,1945,1,A5, $-   ,10/5/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4607,21, ,A5,3308 BARNES AVENUE                       ,            ,10467,1,0,1,1680,928,1945,1,A5," $320,000 ",8/25/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4610,25, ,A5,3230 COLDEN AVENUE                       ,            ,10469,1,0,1,2500,1320,1940,1,A5," $350,000 ",6/30/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4616,64, ,A5,3223 TENBROECK AVENUE                    ,            ,10469,1,0,1,2500,1224,1960,1,A5," $270,000 ",6/16/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4617,22, ,A5,3230 TENBROECK AVENUE                    ,            ,10469,1,0,1,1800,1420,1950,1,A5," $359,500 ",8/20/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4623,5, ,A2,3312 BARKER AVENUE                       ,            ,10467,1,0,1,6292,1094,1945,1,A2," $174,000 ",2/3/16
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4623,57, ,A1,3311 OLINVILLE AVENUE                    ,            ,10467,1,0,1,6956,2236,1910,1,A1," $400,000 ",11/4/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4628,10, ,A1,3424 OLINVILLE AVENUE                    ,            ,10467,1,0,1,4477,3053,1915,1,A1," $345,000 ",8/3/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4631,30, ,A5,3371 CAPUCHIN WAY                        ,            ,10467,1,0,1,1520,928,1945,1,A5," $267,800 ",7/17/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4634,7, ,A5,929 DUNCAN STREET                        ,            ,10469,1,0,1,2067,1580,1935,1,A5," $280,000 ",12/18/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4634,61, ,A5,3365 RADCLIFF AVENUE                     ,            ,10469,1,0,1,2028,1360,1935,1,A5," $300,000 ",10/30/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4634,114, ,A5,937 DUNCAN ST                            ,            ,10469,1,0,1,1842,1620,1935,1,A5," $360,000 ",9/16/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4638,9, ,A5,1053 DUNCAN STREET                       ,            ,10469,1,0,1,1850,1620,1945,1,A5," $420,000 ",12/7/15
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4638,41, ,A5,3319 LURTING AVENUE                      ,            ,10469,1,0,1,2500,1280,1950,1,A5, $-   ,8/3/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4433,47, ,B9,2539 CRUGER AVENUE                       ,            ,10467,2,0,2,2500,2680,1950,1,B9," $520,000 ",12/28/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4509,44, ,B1,2749 CRUGER AVE                          ,            ,10467,2,0,2,5000,2860,1925,1,B1, $-   ,10/7/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4509,44, ,B1,2749 CRUGER AVENUE                       ,            ,10467,2,0,2,5000,2860,1925,1,B1," $560,000 ",6/30/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4510,7, ,B1,2714 CRUGER AVENUE                       ,            ,10467,2,0,2,2500,1690,1925,1,B1," $525,000 ",7/29/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4510,24, ,B1,2748 CRUGER AVENUE                       ,            ,10467,2,0,2,2500,1710,1925,1,B1," $320,000 ",12/31/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4510,49, ,B1,2731 HOLLAND AVENUE                      ,            ,10467,2,0,2,2500,1619,1925,1,B1," $261,040 ",1/12/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4511,57, ,B1,2711 WALLACE AVENUE                      ,            ,10467,2,0,2,2500,2680,1920,1,B1," $210,000 ",12/17/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4512,58, ,B2,2711 BARNES AVENUE                       ,            ,10467,2,0,2,3742,3850,1925,1,B2, $-   ,5/13/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4514,34, ,B1,2759 BRONXWOOD AVENUE                    ,            ,10469,2,0,2,2500,2110,1945,1,B1," $363,000 ",1/11/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4517,50, ,B1,2737 PAULDING AVENUE                     ,            ,10469,2,0,2,2500,2640,1965,1,B1," $560,000 ",7/28/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4518,43, ,B1,2751 HONE AVENUE                         ,            ,10469,2,0,2,5000,1920,1940,1,B1," $570,000 ",12/8/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4518,113, ,B1,2716 PAULDING AVENUE                     ,            ,10469,2,0,2,2500,2040,2006,1,B1," $550,000 ",9/16/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4520,14, ,B3,2732 LURTING AVENUE                      ,            ,10469,2,0,2,1800,1876,1950,1,B3," $453,500 ",4/12/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4520,14, ,B3,2732 LURTING AVENUE                      ,            ,10469,2,0,2,1800,1876,1950,1,B3," $255,000 ",10/26/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4521,18, ,B3,2724 LACONIA AVENUE                      ,            ,10469,2,0,2,2500,1350,1955,1,B3," $210,000 ",8/21/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4521,47, ,B1,2743 YATES AVENUE                        ,            ,10469,2,0,2,3000,2750,1960,1,B1," $605,000 ",11/12/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4522,18, ,B2,2744 YATES AVENUE                        ,            ,10469,2,0,2,2500,2274,1910,1,B2," $342,980 ",8/25/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4522,45, ,B1,2731 HERING AVENUE                       ,            ,10469,2,0,2,2375,2134,2014,1,B1," $661,862 ",11/13/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4522,46, ,B1,2729 HERING AVENUE                       ,            ,10469,2,0,2,2625,2134,2014,1,B1," $661,862 ",11/9/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4522,60, ,B9,1131 ALLERTON AVENUE                     ,            ,10469,2,0,2,3000,1960,1950,1,B9," $450,000 ",3/11/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4525,21, ,B1,2752 PEARSALL AVENUE                     ,            ,10469,2,0,2,2400,1912,1950,1,B1," $272,950 ",7/30/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4525,21, ,B1,2752 PEARSALL AVENUE                     ,            ,10469,2,0,2,2400,1912,1950,1,B1, $-   ,5/21/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4525,44, ,B9,2749 THROOP AVENUE                       ,            ,10469,2,0,2,1900,1914,1960,1,B9, $-   ,8/25/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4529,126, ,B1,2738 YOUNG AVENUE                        ,            ,10469,2,0,2,2434,2635,2005,1,B1," $549,000 ",5/28/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4531,15, ,B1,2720 SEYMOUR AVENUE                      ,            ,10469,2,0,2,2867,2569,1950,1,B1, $10 ,12/11/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4531,15, ,B1,2720 SEYMOUR AVENUE                      ,            ,10469,2,0,2,2867,2569,1950,1,B1," $460,000 ",9/29/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4531,28, ,B1,2754 SEYMOUR AVENUE                      ,            ,10469,2,0,2,2200,1825,1940,1,B1," $445,500 ",9/11/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4531,56, ,B1,2735 MORGAN AVENUE                       ,            ,10469,2,0,2,2500,2407,2008,1,B1," $331,578 ",11/24/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4532,79, ,B1,2703 FENTON AVENUE                       ,            ,10469,2,0,2,2000,1575,1940,1,B1," $360,000 ",12/16/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4532,121, ,B1,2736 MORGAN AVENUE                       ,            ,10469,2,0,2,2642,1807,1940,1,B1," $374,000 ",11/3/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4533,43, ,B9,1462 ARNOW AVENUE                        ,            ,10469,2,0,2,1800,1863,1945,1,B9, $-   ,10/12/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4534,77, ,B3,1523 BANTAM PLACE                        ,            ,10469,2,0,2,2875,1781,1950,1,B3," $390,000 ",4/8/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4535,66, ,B1,2747 MICKLE AVENUE                       ,            ,10469,2,0,2,3100,2035,1955,1,B1, $-   ,12/31/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4537,44, ,B3,2717 KINGSLAND AVE                       ,            ,10469,2,0,2,2500,1780,1925,1,B3," $270,300 ",8/28/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4544,34, ,B2,3011 OLINVILLE AVENUE                    ,            ,10467,2,0,2,2119,1500,1925,1,B2," $499,000 ",11/4/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4544,34, ,B2,3011 OLINVILLE AVENUE                    ,            ,10467,2,0,2,2119,1500,1925,1,B2," $200,000 ",7/2/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4545,11, ,B3,3024 OLINVILLE AVENUE                    ,            ,10467,2,0,2,1700,1766,1925,1,B3," $602,457 ",7/18/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4553,25, ,B1,2956 RADCLIFF AVENUE                     ,            ,10469,2,0,2,1500,2100,1970,1,B1," $430,360 ",12/31/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4553,47, ,B1,2917 COLDEN AVE                          ,            ,10469,2,0,2,2567,2184,1950,1,B1," $480,000 ",11/9/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4556,15, ,B1,2920 HONE AVENUE                         ,            ,10469,2,0,2,2742,2578,1940,1,B1," $650,000 ",4/8/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4556,15, ,B1,2920 HONE AVENUE                         ,            ,10469,2,0,2,2742,2578,1940,1,B1," $375,000 ",9/18/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4558,8, ,B3,1101 ARNOW AVENUE                        ,            ,10469,2,0,2,4019,2362,1970,1,B3, $-   ,11/6/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4560,1, ,B3,1175 ARNOW AVENUE                        ,            ,10469,2,0,2,5350,2440,1970,1,B3," $652,000 ",8/11/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4561,53, ,B1,2933 PEARSALL AVENUE                     ,            ,10469,2,0,2,2500,3240,1965,1,B1," $500,000 ",6/10/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4566,10, ,B3,1425 ARNOW AVENUE                        ,            ,10469,2,0,2,2450,2380,1940,1,B3, $-   ,5/15/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4566,38, ,B1,2952 MORGAN AVENUE                       ,            ,10469,2,0,2,2500,1758,1940,1,B1," $459,000 ",2/18/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4567,106, ,S2,1460 EAST GUN HILL ROAD                  ,            ,10469,2,1,3,3174,3401,1931,1,S2," $375,000 ",10/20/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4571,3, ,B1,785 ADEE AVENUE                          ,            ,10467,2,0,2,1798,1890,1960,1,B1," $530,000 ",12/9/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4571,4, ,B1,783 ADEE AVENUE                          ,            ,10467,2,0,2,1798,1890,1960,1,B1," $380,000 ",5/19/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4571,8, ,B1,773 ADEE AVENUE                          ,            ,10467,2,0,2,2285,2968,1935,1,B1," $535,000 ",12/24/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4571,37, ,B1,3035 BARNES AVENUE                       ,            ,10467,2,0,2,2500,1524,1955,1,B1," $529,000 ",7/8/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4576,2, ,B2,987 ADEE AVENUE                          ,            ,10469,2,0,2,2500,1368,1925,1,B2," $206,000 ",5/13/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4576,3, ,B1,985 ADEE AVENUE                          ,            ,10469,2,0,2,2500,2448,1930,1,B1," $610,000 ",3/31/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4577,2, ,B1,1015 ADEE AVENUE                         ,            ,10469,2,0,2,2800,2400,1950,1,B1," $470,000 ",3/31/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4577,15, ,B1,3022 PAULDING AVENUE                     ,            ,10469,2,0,2,2500,1661,1930,1,B1," $195,000 ",1/27/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4577,34, ,B3,3039 HONE AVENUE                         ,            ,10469,2,0,2,3200,2070,1935,1,B3," $540,000 ",7/10/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4578,22, ,B1,1052 BURKE AVENUE                        ,            ,10469,2,0,2,2500,2800,1950,1,B1," $520,000 ",2/19/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4586,49, ,B1,2931 WILSON AVE                          ,            ,10469,2,0,2,2775,1960,1958,1,B1," $562,000 ",2/11/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4586,49, ,B1,2931 WILSON AVENUE                       ,            ,10469,2,0,2,2775,1960,1958,1,B1," $374,000 ",8/18/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4586,57, ,B1,2917 WILSON AVENUE                       ,            ,10469,2,0,2,2500,1818,1950,1,B1," $450,000 ",6/18/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4586,59, ,B1,2913 WILSON AVENUE                       ,            ,10469,2,0,2,2500,1818,1950,1,B1," $350,000 ",5/11/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4587,10, ,B1,2735 SEXTON PLACE                        ,            ,10469,2,0,2,3756,1674,1950,1,B1, $-   ,10/26/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4587,22, ,B1,2936 WILSON AVENUE                       ,            ,10469,2,0,2,2500,3000,1950,1,B1," $415,000 ",6/22/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4588,19, ,B2,3032 BOUCK AVENUE                        ,            ,10469,2,0,2,6242,1588,1920,1,B2," $345,000 ",7/31/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4589,67, ,B1,3025 YOUNG AVENUE                        ,            ,10469,2,0,2,2500,2681,1950,1,B1," $565,000 ",9/21/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4590,59, ,B1,3021 FISH AVENUE                         ,            ,10469,2,0,2,2200,1716,1955,1,B1," $432,500 ",6/18/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4593,13, ,B2,3232 BRONX BOULEVARD                     ,            ,10467,2,0,2,2608,2088,1920,1,B2," $275,000 ",4/1/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4594,38, ,B3,3233 OLINVILLE AVENUE                    ,            ,10467,2,0,2,3125,972,1920,1,B3," $460,000 ",11/12/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4594,131, ,B1,3249 OLINVILLE AVENUE                    ,            ,10467,2,0,2,1710,1800,1960,1,B1," $435,000 ",2/29/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4595,3, ,B3,3208 OLINVILLE AVENUE                    ,            ,10467,2,0,2,3125,1992,1925,1,B3," $615,000 ",9/21/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4602,28, ,B1,768 BARTHOLDI STREET                     ,            ,10467,2,0,2,2320,2100,1965,1,B1," $478,725 ",12/18/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4604,46, ,B1,3234 N CHESTNUT DRIVE                    ,            ,10467,2,0,2,4000,1606,2005,1,B1," $225,000 ",8/18/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4607,14, ,B2,805 CHESTNUT STREET                      ,            ,10467,2,0,2,2702,3993,1910,1,B2," $180,000 ",2/24/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4608,48, ,B3,3215 RADCLIFF AVE                        ,            ,10469,2,0,2,2050,1664,1940,1,B3," $317,000 ",12/18/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4609,101, ,B1,3210 RADCLIFF AVENUE                     ,            ,10469,2,0,2,2500,3060,2006,1,B1," $460,000 ",11/23/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4610,7, ,B1,979 BURKE AVENUE                         ,            ,10469,2,0,2,2500,2840,1960,1,B1, $-   ,6/12/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4611,10, ,B9,1005 BURKE AVENUE                        ,            ,10469,2,0,2,1800,2011,1955,1,B9," $449,000 ",10/8/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4611,18, ,B1,3220 PAULDING AVENUE                     ,            ,10469,2,0,2,5000,4968,1988,1,B1, $-   ,8/17/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4612,63, ,B9,3215 LURTING AVENUE                      ,            ,10469,2,0,2,4317,2680,1955,1,B9, $-   ,7/27/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4615,51, ,B1,3231 HERING AVENUE                       ,            ,10469,2,0,2,1975,2612,1960,1,B1, $-   ,8/20/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4622,3, ,B1,3308 BRONX BOULEVARD                     ,            ,10467,2,0,2,2830,2400,1930,1,B1, $-   ,6/8/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4622,8, ,B1,3318 BRONX BOULEVARD                     ,            ,10467,2,0,2,2830,2850,1930,1,B1, $-   ,1/6/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4623,28, ,B2,3366 BARKER AVENUE                       ,            ,10467,2,0,2,2829,1476,1920,1,B2," $550,000 ",9/8/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4628,7, ,B2,3416 OLINVILLE AVENUE                    ,            ,10467,2,0,2,4477,1776,1915,1,B2," $503,500 ",5/28/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4629,4, ,B2,711 BARTHOLDI ST                         ,            ,10467,2,0,2,2375,2440,1920,1,B2," $495,000 ",1/20/16
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4634,55, ,B1,3338 BRONXWOOD AVE                       ,            ,10469,2,0,2,2250,2826,1940,1,B1," $290,000 ",12/4/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4635,15, ,B1,3402 BRONXWOOD AVE                       ,            ,10469,2,0,2,2000,1560,1945,1,B1, $-   ,9/3/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4635,15, ,B1,3402 BRONXWOOD AVE                       ,            ,10469,2,0,2,2000,1560,1945,1,B1, $-   ,8/21/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4637,33, ,S2,1006 EAST GUN HILL ROAD                  ,            ,10469,2,1,3,2500,3933,1938,1,S2, $-   ,5/4/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4693,44, ,B9,1008 EAST 211 STREET                     ,            ,10469,2,0,2,1860,1966,1945,1,B9," $230,000 ",10/21/15
2,BRONXDALE                ,02  TWO FAMILY DWELLINGS                    ,1,4693,56, ,B1,1042 EAST 211 STREET                     ,            ,10469,2,0,2,2888,1856,1945,1,B1, $10 ,6/30/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4337,126, ,C0,608 THWAITES PLACE                       ,            ,10467,3,0,3,1238,2322,2009,1,C0," $460,000 ",5/22/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4508,46, ,C0,2824 OLINVILLE AVENUE                    ,            ,10467,3,0,3,2000,2800,1965,1,C0," $525,300 ",7/14/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4509,56, ,C0,2723 CRUGER AVENUE                       ,            ,10467,3,0,3,2500,2772,1925,1,C0," $778,223 ",2/1/16
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4511,49, ,C0,2727 WALLACE AVENUE                      ,            ,10467,3,0,3,2500,2680,1920,1,C0," $360,000 ",9/14/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4512,11, ,C0,2726 WALLACE AVE                         ,            ,10467,3,0,3,2500,3290,1925,1,C0, $-   ,8/12/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4519,53, ,C0,2713 LURTING AVENUE                      ,            ,10469,3,0,3,2900,2929,2005,1,C0," $750,000 ",12/30/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4557,51, ,C0,2933 LACONIA AVENUE                      ,            ,10469,3,0,3,2500,2728,2006,1,C0," $600,000 ",10/15/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4563,134, ,C0,2950 THROOP AVENUE                       ,            ,10469,3,0,3,2725,4704,2003,1,C0," $354,900 ",10/15/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4574,42, ,C0,3021 RADCLIFF AVENUE                     ,            ,10469,3,0,3,2500,2000,1940,1,C0, $-   ,10/22/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4576,48, ,C0,3015 PAULDING AVENUE                     ,            ,10469,3,0,3,3400,1910,1930,1,C0," $245,000 ",5/27/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4587,31, ,C0,1310 ADEE AVENUE                         ,            ,10469,3,0,3,2500,3717,1940,1,C0," $635,000 ",3/4/16
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4596,53, ,C0,3211 CRUGER AVENUE                       ,            ,10467,3,0,3,2500,3000,1901,1,C0," $549,000 ",3/24/16
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4597,27, ,C0,742 SOUTH OAK DRIVE                      ,            ,10467,3,0,3,7615,2892,1901,1,C0, $-   ,9/23/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4603,24, ,C0,783 BURKE AVE                            ,            ,10467,3,0,3,2500,3564,1905,1,C0," $469,000 ",10/29/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4608,21, ,C0,3236 BRONXWOOD AVENUE                    ,            ,10469,3,0,3,2642,2468,1950,1,C0," $460,000 ",9/10/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4610,50, ,C0,3237 PAULDING AVENUE                     ,            ,10469,3,0,3,2500,2160,1915,1,C0, $-   ,11/11/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4622,55, ,C0,3307 BARKER AVENUE                       ,            ,10467,3,0,3,5017,3240,1920,1,C0, $-   ,5/18/15
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4623,26, ,C0,3362 BARKER AVENUE                       ,            ,10467,3,0,3,2400,3100,1950,1,C0, $-   ,2/19/16
2,BRONXDALE                ,03  THREE FAMILY DWELLINGS                  ,1,4693,24, ,C0,1019 EAST GUN HILL ROAD                  ,            ,10469,3,0,3,3000,2022,1925,1,C0," $265,000 ",11/30/15
2,BRONXDALE                ,05  TAX CLASS 1 VACANT LAND                 ,1B,4522,16, ,V0,YATES AVENUE                             ,            ,10469,0,0,0,5000,0,0,1,V0," $133,380 ",8/25/15
2,BRONXDALE                ,05  TAX CLASS 1 VACANT LAND                 ,1B,4556,14, ,V0,N/A HONE AVENUE                          ,            ,10469,0,0,0,2500,0,0,1,V0, $-   ,9/18/15
2,BRONXDALE                ,05  TAX CLASS 1 VACANT LAND                 ,1B,4580,1, ,V0,ADEE AVENUE                              ,            ,10469,2,0,2,2500,0,2016,1,V0," $593,750 ",8/14/15
2,BRONXDALE                ,05  TAX CLASS 1 VACANT LAND                 ,1B,4580,2, ,V0,1113 ADEE AVENUE                         ,            ,10469,1,0,1,7500,0,1920,1,V0, $-   ,8/14/15
2,BRONXDALE                ,05  TAX CLASS 1 VACANT LAND                 ,1B,4580,6, ,V0,1107 ADEE AVENUE                         ,            ,10469,1,0,1,5000,0,1920,1,V0," $593,750 ",8/14/15
2,BRONXDALE                ,05  TAX CLASS 1 VACANT LAND                 ,1B,4623,128, ,V0,650 MAGENTA STREET                       ,            ,10467,0,0,0,1798,0,0,1,V0," $30,547 ",2/3/16
2,BRONXDALE                ,05  TAX CLASS 1 VACANT LAND                 ,1B,4632,22, ,V0,MAGENTA STREET                           ,            ,10467,0,0,0,2375,0,0,1,V0," $40,000 ",12/30/15
2,BRONXDALE                ,07  RENTALS - WALKUP APARTMENTS             ,2,4429,35, ,C7,678-698 ALLERTON AVENUE                  ,            ,10467,94,13,107,33750,119013,1928,2,C7," $22,900,000 ",7/28/15
2,BRONXDALE                ,07  RENTALS - WALKUP APARTMENTS             ,2B,4433,37, ,C1,2561 CRUGER AVENUE                       ,            ,10467,8,0,8,2970,8126,2008,2,C1," $1,210,000 ",9/17/15
2,BRONXDALE                ,07  RENTALS - WALKUP APARTMENTS             ,2B,4433,37, ,C1,2561 CRUGER AVENUE                       ,            ,10467,8,0,8,2970,8126,2008,2,C1, $-   ,9/4/15
